,potential,value_eur,wage_eur,age,height_cm,weight_kg,weak_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic
15677,Medium,500000.0,500.0,20,183,75,2,2,66.0,29.0,44.0,49.0,58.0,68.0
10294,Low,575000.0,700.0,30,195,88,3,2,44.0,32.0,44.0,45.0,64.0,80.0
18182,Low,275000.0,1000.0,21,178,73,4,2,65.0,51.0,50.0,54.0,23.0,53.0
3634,Good,2200000.0,9000.0,28,182,76,4,2,81.0,41.0,53.0,57.0,71.0,76.0
6502,Medium,950000.0,1000.0,32,184,76,4,3,49.0,57.0,70.0,68.0,48.0,71.0
3009,Great,6500000.0,19000.0,22,178,75,3,3,69.0,62.0,73.0,75.0,68.0,64.0
6833,Medium,1600000.0,5000.0,25,178,75,3,3,71.0,60.0,65.0,67.0,60.0,70.0
1852,Great,6500000.0,14000.0,27,186,82,4,3,76.0,75.0,66.0,72.0,19.0,70.0
17545,Medium,325000.0,550.0,18,187,78,3,2,67.0,47.0,55.0,62.0,49.0,62.0
15235,Low,120000.0,900.0,33,186,81,3,2,45.0,26.0,32.0,36.0,61.0,64.0
9722,Great,1900000.0,2000.0,19,169,62,3,2,82.0,52.0,55.0,65.0,60.0,58.0
1761,Great,9000000.0,24000.0,24,187,78,3,3,68.0,77.0,64.0,75.0,36.0,77.0
19191,Low,100000.0,500.0,22,168,65,2,2,61.0,24.0,33.0,43.0,46.0,53.0
1690,Great,6500000.0,21000.0,26,186,76,2,2,79.0,64.0,68.0,70.0,71.0,73.0
9980,Low,625000.0,3000.0,30,175,65,3,2,81.0,50.0,56.0,62.0,58.0,74.0
3449,Great,3200000.0,21000.0,25,178,62,3,3,75.0,55.0,66.0,70.0,68.0,69.0
8113,Low,1100000.0,5000.0,25,178,69,3,3,63.0,60.0,64.0,72.0,31.0,53.0
16198,Medium,475000.0,500.0,19,177,74,2,2,65.0,23.0,46.0,47.0,57.0,50.0
15561,Low,325000.0,950.0,25,187,75,3,2,55.0,26.0,36.0,41.0,60.0,65.0
4269,Great,2700000.0,6000.0,24,181,74,3,2,72.0,52.0,65.0,64.0,69.0,73.0
16896,Low,300000.0,1000.0,23,180,75,2,2,73.0,60.0,40.0,56.0,21.0,58.0
5271,Great,3300000.0,7000.0,23,173,73,3,2,67.0,56.0,66.0,70.0,67.0,64.0
463,Great,23000000.0,105000.0,26,187,80,4,3,63.0,51.0,73.0,72.0,81.0,78.0
5850,Medium,1400000.0,5000.0,29,172,67,4,3,67.0,65.0,71.0,71.0,51.0,62.0
16447,Medium,475000.0,1000.0,19,180,70,3,2,61.0,43.0,58.0,61.0,55.0,61.0
18353,Good,275000.0,550.0,18,185,71,3,2,73.0,27.0,49.0,53.0,44.0,60.0
18811,Medium,200000.0,1000.0,18,180,73,2,2,65.0,45.0,48.0,54.0,26.0,47.0
17971,Medium,300000.0,2000.0,19,175,68,2,2,72.0,41.0,48.0,56.0,29.0,45.0
14432,Low,325000.0,950.0,30,191,90,3,2,47.0,62.0,51.0,56.0,36.0,74.0
12280,Low,400000.0,750.0,29,183,83,3,2,68.0,46.0,54.0,59.0,60.0,75.0
7074,Good,1700000.0,8000.0,23,192,82,3,2,78.0,33.0,54.0,61.0,66.0,75.0
4701,Medium,1300000.0,5000.0,30,185,78,2,3,81.0,39.0,62.0,63.0,68.0,76.0
1616,Good,5500000.0,63000.0,30,183,81,4,3,74.0,69.0,70.0,73.0,73.0,75.0
12430,Low,425000.0,3000.0,28,186,75,3,2,59.0,45.0,54.0,56.0,60.0,79.0
6411,Medium,275000.0,2000.0,37,182,76,3,2,56.0,64.0,70.0,65.0,65.0,72.0
15947,Medium,500000.0,500.0,20,175,72,3,2,66.0,46.0,52.0,59.0,60.0,63.0
13901,Medium,850000.0,3000.0,23,170,70,2,2,67.0,36.0,53.0,57.0,60.0,49.0
16589,Medium,450000.0,2000.0,21,193,78,3,2,57.0,57.0,44.0,53.0,31.0,65.0
7435,Medium,1100000.0,500.0,28,180,77,2,2,63.0,35.0,53.0,44.0,70.0,75.0
617,Great,26500000.0,61000.0,24,172,65,4,4,73.0,73.0,80.0,81.0,64.0,67.0
8068,Good,2100000.0,2000.0,24,187,83,3,2,62.0,46.0,55.0,59.0,66.0,76.0
1031,Great,15500000.0,38000.0,25,177,73,4,4,83.0,77.0,71.0,83.0,46.0,65.0
12626,Medium,675000.0,2000.0,24,185,71,3,2,68.0,35.0,50.0,58.0,60.0,64.0
8545,Great,2400000.0,2000.0,19,170,60,3,3,83.0,61.0,61.0,72.0,22.0,43.0
991,Great,10000000.0,50000.0,28,182,76,3,3,66.0,67.0,72.0,72.0,75.0,75.0
11832,Great,1500000.0,2000.0,19,174,70,3,3,79.0,54.0,57.0,70.0,31.0,50.0
16217,Good,525000.0,950.0,19,179,67,4,2,70.0,61.0,60.0,54.0,25.0,55.0
8493,Great,2600000.0,6000.0,19,178,75,3,4,77.0,62.0,58.0,69.0,33.0,63.0
977,Great,12500000.0,62000.0,25,186,83,3,3,73.0,57.0,73.0,73.0,77.0,77.0
6,Great,194000000.0,230000.0,22,182,73,4,5,97.0,88.0,80.0,92.0,36.0,77.0
15769,Good,575000.0,600.0,18,181,74,3,2,65.0,47.0,61.0,64.0,41.0,48.0
5628,Medium,1400000.0,9000.0,30,188,86,2,3,58.0,70.0,57.0,63.0,32.0,71.0
976,Great,10000000.0,37000.0,28,177,75,3,3,71.0,51.0,67.0,68.0,75.0,81.0
15604,Medium,525000.0,500.0,23,183,67,3,2,65.0,24.0,35.0,45.0,61.0,60.0
6485,Medium,975000.0,7000.0,32,181,78,4,3,72.0,68.0,58.0,65.0,38.0,70.0
333,Great,25500000.0,87000.0,29,177,76,4,4,70.0,73.0,82.0,83.0,35.0,62.0
6979,Medium,1200000.0,7000.0,28,191,75,2,2,57.0,67.0,45.0,63.0,23.0,73.0
16834,Great,525000.0,1000.0,19,173,68,3,2,77.0,56.0,56.0,58.0,30.0,37.0
1681,Great,5500000.0,18000.0,28,170,65,3,3,72.0,49.0,68.0,73.0,71.0,75.0
4125,Medium,900000.0,10000.0,34,172,70,3,3,77.0,71.0,62.0,72.0,42.0,64.0
2810,Good,2700000.0,8000.0,28,171,70,3,2,77.0,50.0,60.0,65.0,73.0,78.0
13935,Good,975000.0,2000.0,21,179,77,3,3,79.0,58.0,56.0,65.0,30.0,60.0
10647,Medium,1000000.0,5000.0,22,188,86,4,2,77.0,29.0,42.0,50.0,65.0,73.0
5320,Great,2400000.0,4000.0,24,178,73,3,2,79.0,32.0,62.0,69.0,64.0,61.0
14034,Low,550000.0,500.0,25,173,70,3,2,67.0,61.0,62.0,63.0,50.0,57.0
5874,Medium,1400000.0,5000.0,28,179,76,3,3,70.0,73.0,62.0,69.0,35.0,67.0
16776,Good,475000.0,950.0,19,185,74,2,2,75.0,55.0,48.0,59.0,24.0,59.0
11350,Medium,925000.0,4000.0,24,173,76,3,3,76.0,61.0,61.0,66.0,36.0,62.0
18494,Low,220000.0,500.0,19,163,55,3,3,87.0,42.0,45.0,56.0,29.0,46.0
3028,Great,7000000.0,17000.0,21,188,72,4,4,71.0,71.0,67.0,76.0,51.0,55.0
14903,Great,825000.0,500.0,17,176,67,3,3,65.0,62.0,60.0,65.0,28.0,54.0
16995,Medium,475000.0,500.0,19,176,65,2,2,81.0,60.0,47.0,60.0,22.0,58.0
17344,Good,375000.0,650.0,18,173,69,3,2,68.0,57.0,51.0,59.0,31.0,42.0
8387,Great,2400000.0,3000.0,19,168,73,3,4,68.0,60.0,69.0,71.0,46.0,48.0
15729,Good,550000.0,3000.0,19,185,69,3,2,49.0,29.0,51.0,48.0,63.0,54.0
11630,Medium,950000.0,2000.0,22,184,83,3,3,80.0,55.0,57.0,66.0,21.0,64.0
7892,Medium,1400000.0,3000.0,24,172,70,4,3,72.0,64.0,62.0,71.0,24.0,57.0
1244,Great,7500000.0,41000.0,29,182,75,3,4,68.0,72.0,78.0,80.0,66.0,61.0
2847,Good,3200000.0,950.0,27,166,60,4,3,78.0,70.0,69.0,72.0,46.0,55.0
4198,Great,2800000.0,51000.0,24,170,66,3,4,76.0,64.0,68.0,79.0,27.0,39.0
16831,Medium,475000.0,1000.0,19,178,70,3,2,73.0,30.0,37.0,58.0,52.0,61.0
4910,Medium,1400000.0,4000.0,28,181,74,4,2,67.0,48.0,59.0,70.0,66.0,70.0
12579,Low,650000.0,3000.0,24,180,70,3,3,64.0,61.0,65.0,64.0,56.0,58.0
10181,Medium,825000.0,2000.0,26,188,83,3,2,53.0,29.0,38.0,54.0,65.0,73.0
13299,Low,425000.0,3000.0,30,171,71,3,2,62.0,37.0,51.0,62.0,62.0,59.0
5378,Medium,1900000.0,4000.0,27,181,73,3,3,73.0,71.0,53.0,68.0,30.0,71.0
10072,Low,550000.0,11000.0,32,177,75,3,3,69.0,67.0,61.0,67.0,62.0,73.0
18306,Low,230000.0,850.0,21,178,74,3,2,62.0,36.0,50.0,56.0,48.0,59.0
6745,Medium,1000000.0,2000.0,29,175,70,2,2,67.0,50.0,61.0,64.0,65.0,74.0
14469,Low,375000.0,3000.0,25,181,78,3,2,54.0,27.0,47.0,56.0,59.0,70.0
3387,Good,2700000.0,6000.0,27,180,74,3,3,68.0,64.0,68.0,72.0,67.0,74.0
12872,Medium,1000000.0,3000.0,20,177,69,4,2,69.0,43.0,61.0,65.0,56.0,61.0
7153,Medium,825000.0,9000.0,31,185,83,2,2,65.0,42.0,54.0,54.0,70.0,70.0
10490,Good,1300000.0,1000.0,23,191,81,3,2,59.0,36.0,57.0,65.0,62.0,79.0
9638,Low,850000.0,500.0,30,180,74,3,3,71.0,63.0,47.0,59.0,33.0,67.0
14084,Medium,775000.0,500.0,22,180,63,3,2,74.0,53.0,56.0,62.0,57.0,56.0
11924,Good,1300000.0,5000.0,21,183,74,3,2,71.0,45.0,59.0,59.0,60.0,60.0
5515,Medium,450000.0,5000.0,34,186,86,3,2,60.0,33.0,45.0,43.0,71.0,69.0
1226,Great,7000000.0,25000.0,27,187,85,3,3,73.0,56.0,66.0,70.0,75.0,82.0
9008,Medium,850000.0,4000.0,28,185,78,3,3,73.0,60.0,61.0,68.0,64.0,80.0
15807,Good,550000.0,1000.0,19,180,70,3,2,72.0,30.0,54.0,59.0,58.0,60.0
13923,Low,575000.0,2000.0,23,172,67,3,3,76.0,62.0,59.0,67.0,30.0,47.0
18770,Low,180000.0,900.0,19,176,68,2,2,67.0,34.0,41.0,53.0,47.0,49.0
3873,Medium,900000.0,7000.0,34,191,87,4,3,59.0,73.0,62.0,64.0,32.0,78.0
3396,Good,525000.0,2000.0,36,175,79,3,3,73.0,63.0,70.0,70.0,66.0,73.0
5424,Great,3300000.0,5000.0,21,188,81,3,3,75.0,70.0,62.0,69.0,32.0,74.0
8165,Low,1200000.0,6000.0,21,181,75,3,2,69.0,52.0,61.0,61.0,65.0,65.0
4586,Great,2900000.0,6000.0,24,193,81,4,3,77.0,67.0,43.0,67.0,43.0,78.0
528,Great,12000000.0,39000.0,31,180,82,3,2,62.0,42.0,58.0,63.0,81.0,78.0
14782,Low,325000.0,3000.0,30,176,74,3,2,68.0,58.0,57.0,63.0,22.0,52.0
15064,Low,450000.0,1000.0,24,169,68,3,3,60.0,62.0,53.0,69.0,19.0,39.0
10862,Good,1300000.0,500.0,25,180,78,3,2,58.0,31.0,47.0,57.0,67.0,65.0
2047,Good,3500000.0,73000.0,29,185,71,3,2,51.0,50.0,60.0,56.0,75.0,67.0
14984,Great,850000.0,1000.0,19,177,69,3,2,72.0,59.0,56.0,64.0,31.0,48.0
3314,Good,2700000.0,13000.0,26,180,74,3,3,71.0,40.0,61.0,69.0,70.0,67.0
10498,Low,850000.0,9000.0,26,174,70,2,3,85.0,60.0,53.0,67.0,39.0,55.0
2437,Good,550000.0,8000.0,36,188,87,3,2,55.0,52.0,58.0,57.0,71.0,80.0
11298,Low,625000.0,950.0,27,175,68,3,2,87.0,62.0,54.0,66.0,54.0,69.0
8362,Good,1600000.0,9000.0,22,168,58,3,3,92.0,62.0,53.0,73.0,32.0,44.0
12566,Low,600000.0,1000.0,25,179,75,3,3,60.0,54.0,64.0,66.0,55.0,65.0
16229,Good,525000.0,500.0,19,176,70,3,2,76.0,43.0,56.0,57.0,51.0,66.0
1324,Great,10000000.0,42000.0,25,183,72,3,3,76.0,73.0,74.0,77.0,28.0,62.0
467,Great,23000000.0,79000.0,27,177,79,3,4,88.0,80.0,67.0,81.0,38.0,76.0
14696,Medium,725000.0,1000.0,22,177,71,3,2,69.0,56.0,61.0,62.0,59.0,73.0
12560,Low,625000.0,1000.0,26,181,80,2,2,65.0,54.0,64.0,63.0,56.0,68.0
17065,Low,375000.0,1000.0,21,177,68,4,3,70.0,49.0,57.0,61.0,49.0,58.0
7381,Great,2900000.0,4000.0,19,182,70,4,3,68.0,67.0,72.0,70.0,58.0,63.0
18574,Low,150000.0,1000.0,20,192,84,3,2,51.0,54.0,39.0,43.0,26.0,65.0
16861,Low,450000.0,500.0,19,177,65,3,3,67.0,55.0,49.0,60.0,45.0,48.0
2581,Good,2800000.0,22000.0,28,175,67,3,3,77.0,47.0,63.0,71.0,67.0,73.0
5189,Great,2500000.0,6000.0,24,184,74,3,4,61.0,59.0,67.0,75.0,60.0,58.0
207,Great,25000000.0,155000.0,31,178,72,4,3,65.0,68.0,83.0,81.0,75.0,67.0
9914,Low,725000.0,6000.0,28,178,66,3,3,81.0,64.0,59.0,66.0,24.0,56.0
16237,Good,525000.0,1000.0,18,180,70,3,3,72.0,53.0,53.0,61.0,21.0,50.0
4170,Medium,1500000.0,13000.0,32,174,73,4,3,74.0,70.0,64.0,74.0,29.0,70.0
13526,Low,400000.0,1000.0,29,179,69,4,3,72.0,56.0,57.0,64.0,48.0,57.0
8550,Medium,1300000.0,11000.0,26,183,83,3,2,72.0,65.0,46.0,63.0,20.0,73.0
79,Great,43000000.0,95000.0,32,180,71,4,4,73.0,84.0,84.0,85.0,47.0,63.0
2399,Great,9000000.0,17000.0,19,175,74,4,4,80.0,69.0,62.0,79.0,24.0,53.0
8019,Good,1400000.0,4000.0,23,181,75,3,2,76.0,43.0,59.0,65.0,62.0,71.0
13552,Low,575000.0,2000.0,24,176,71,2,3,69.0,55.0,59.0,63.0,43.0,53.0
4757,Medium,1400000.0,9000.0,29,185,82,3,3,79.0,65.0,65.0,67.0,67.0,78.0
12012,Good,1200000.0,1000.0,20,189,78,4,2,82.0,25.0,40.0,47.0,61.0,72.0
17176,Low,190000.0,500.0,25,183,80,2,2,58.0,36.0,48.0,49.0,55.0,65.0
10478,Medium,1100000.0,2000.0,23,170,68,3,2,80.0,37.0,56.0,63.0,60.0,65.0
10697,Great,1600000.0,9000.0,20,171,67,3,2,70.0,66.0,63.0,66.0,37.0,56.0
11231,Low,675000.0,2000.0,27,182,89,3,3,75.0,62.0,52.0,65.0,38.0,72.0
4393,Good,2200000.0,13000.0,26,178,80,3,2,73.0,69.0,55.0,66.0,34.0,71.0
10325,Low,450000.0,7000.0,33,177,72,4,3,90.0,64.0,52.0,71.0,23.0,52.0
12218,Medium,850000.0,2000.0,24,183,75,4,2,71.0,68.0,64.0,61.0,26.0,61.0
110,Great,41500000.0,88000.0,30,170,68,5,4,82.0,84.0,77.0,87.0,39.0,70.0
10561,Good,1400000.0,2000.0,23,184,80,3,2,61.0,64.0,47.0,61.0,25.0,65.0
13853,Good,875000.0,1000.0,20,193,80,3,2,66.0,61.0,45.0,63.0,22.0,65.0
7611,Low,800000.0,500.0,32,167,70,3,3,81.0,67.0,62.0,67.0,32.0,62.0
17819,Low,275000.0,2000.0,23,183,76,3,2,67.0,52.0,46.0,55.0,26.0,53.0
18396,Low,240000.0,1000.0,19,184,78,3,2,65.0,28.0,37.0,41.0,53.0,61.0
7216,Great,2800000.0,15000.0,21,190,88,3,2,55.0,31.0,47.0,49.0,67.0,74.0
7507,Low,625000.0,6000.0,33,183,77,4,3,65.0,68.0,64.0,67.0,63.0,74.0
11466,Low,600000.0,2000.0,28,187,78,3,3,60.0,63.0,53.0,61.0,61.0,72.0
12676,Good,1000000.0,600.0,23,185,73,3,2,71.0,33.0,51.0,50.0,63.0,67.0
13092,Low,625000.0,1000.0,24,193,84,3,2,59.0,34.0,45.0,52.0,61.0,75.0
15175,Low,110000.0,2000.0,34,185,71,2,2,40.0,51.0,57.0,57.0,59.0,76.0
16002,Low,425000.0,500.0,24,173,73,2,2,73.0,33.0,49.0,55.0,54.0,65.0
9958,Low,725000.0,2000.0,29,191,78,3,2,47.0,66.0,56.0,60.0,36.0,68.0
11803,Good,1300000.0,2000.0,23,186,83,3,2,69.0,66.0,43.0,57.0,24.0,68.0
12697,Medium,1100000.0,2000.0,22,173,68,3,3,75.0,63.0,56.0,71.0,23.0,47.0
13373,Low,140000.0,500.0,36,178,80,2,2,61.0,60.0,51.0,62.0,33.0,74.0
15406,Low,350000.0,500.0,24,185,78,3,2,73.0,42.0,54.0,55.0,53.0,67.0
7308,Medium,1100000.0,2000.0,28,182,71,3,2,54.0,29.0,46.0,58.0,70.0,66.0
6975,Medium,750000.0,7000.0,33,175,71,5,2,52.0,69.0,71.0,66.0,64.0,64.0
5637,Medium,900000.0,3000.0,33,187,86,4,2,57.0,70.0,56.0,64.0,39.0,80.0
18468,Low,110000.0,500.0,26,170,65,3,2,70.0,36.0,37.0,46.0,48.0,54.0
3611,Good,2100000.0,11000.0,28,174,70,2,2,74.0,66.0,69.0,65.0,66.0,64.0
3485,Good,2400000.0,8000.0,27,183,75,2,3,69.0,52.0,64.0,66.0,69.0,66.0
5423,Medium,1800000.0,5000.0,27,173,66,5,4,78.0,60.0,66.0,77.0,57.0,61.0
17619,Medium,325000.0,2000.0,20,181,72,3,2,64.0,31.0,44.0,54.0,56.0,61.0
7010,Medium,1300000.0,6000.0,27,164,60,4,3,91.0,59.0,59.0,73.0,29.0,49.0
4276,Great,2500000.0,9000.0,25,185,77,2,2,50.0,41.0,47.0,57.0,69.0,82.0
8697,Low,275000.0,2000.0,38,182,80,3,3,37.0,67.0,75.0,70.0,46.0,57.0
2419,Great,8500000.0,42000.0,23,185,78,4,2,70.0,75.0,57.0,69.0,38.0,79.0
8423,Low,700000.0,4000.0,31,185,81,3,2,69.0,32.0,40.0,51.0,66.0,78.0
13189,Good,1100000.0,550.0,19,176,76,4,3,68.0,56.0,60.0,71.0,44.0,63.0
8532,Great,2400000.0,6000.0,19,192,80,3,2,72.0,64.0,52.0,65.0,29.0,71.0
5967,Medium,1300000.0,7000.0,25,188,79,3,2,50.0,53.0,56.0,55.0,70.0,72.0
4103,Medium,1900000.0,8000.0,28,170,62,4,4,70.0,70.0,72.0,73.0,62.0,58.0
5969,Medium,875000.0,8000.0,33,181,74,3,2,75.0,68.0,64.0,70.0,36.0,65.0
10151,Low,700000.0,500.0,30,178,70,3,2,73.0,67.0,49.0,63.0,40.0,65.0
15479,Low,210000.0,550.0,30,179,75,3,2,69.0,35.0,49.0,49.0,58.0,72.0
15762,Great,625000.0,650.0,19,178,70,3,3,72.0,58.0,54.0,63.0,32.0,57.0
7661,Low,850000.0,3000.0,31,188,88,3,2,55.0,67.0,55.0,62.0,35.0,81.0
18945,Low,130000.0,500.0,19,175,70,3,3,69.0,47.0,39.0,54.0,18.0,42.0
12015,Medium,1100000.0,900.0,23,177,74,3,2,72.0,35.0,52.0,56.0,61.0,49.0
11173,Low,130000.0,500.0,36,176,70,3,2,70.0,35.0,53.0,50.0,62.0,64.0
10744,Low,875000.0,4000.0,26,180,73,3,3,73.0,61.0,59.0,67.0,63.0,71.0
12225,Great,1400000.0,3000.0,18,175,70,3,2,71.0,56.0,60.0,64.0,59.0,63.0
8059,Good,1400000.0,3000.0,25,172,67,3,3,63.0,49.0,57.0,68.0,63.0,77.0
16656,Medium,450000.0,3000.0,21,178,72,3,3,84.0,54.0,50.0,58.0,27.0,49.0
546,Great,17500000.0,53000.0,29,180,66,3,4,80.0,78.0,66.0,78.0,41.0,77.0
16722,Low,450000.0,500.0,19,178,63,2,2,58.0,59.0,38.0,60.0,20.0,55.0
16292,Good,500000.0,4000.0,19,180,75,3,2,73.0,37.0,46.0,53.0,53.0,60.0
4991,Medium,425000.0,5000.0,35,184,84,2,2,40.0,34.0,49.0,48.0,69.0,77.0
14176,Low,500000.0,2000.0,26,188,83,3,2,63.0,33.0,38.0,50.0,64.0,61.0
11739,Great,1400000.0,5000.0,20,180,77,3,3,82.0,62.0,56.0,65.0,34.0,67.0
2216,Great,5500000.0,17000.0,25,168,64,3,4,84.0,73.0,67.0,79.0,36.0,47.0
3217,Good,2000000.0,6000.0,30,189,79,4,3,64.0,68.0,73.0,69.0,67.0,74.0
11358,Low,500000.0,2000.0,29,183,76,4,2,80.0,31.0,55.0,60.0,64.0,70.0
18631,Medium,240000.0,550.0,17,184,81,3,2,63.0,53.0,40.0,49.0,18.0,59.0
6733,Medium,1200000.0,3000.0,30,187,78,4,2,76.0,67.0,56.0,63.0,28.0,79.0
15964,Low,240000.0,500.0,27,186,74,2,2,71.0,58.0,45.0,58.0,20.0,64.0
4834,Medium,1100000.0,600.0,32,177,75,4,3,82.0,66.0,66.0,67.0,64.0,69.0
9453,Medium,1300000.0,9000.0,24,165,61,3,3,83.0,61.0,58.0,70.0,25.0,50.0
9813,Low,230000.0,3000.0,36,173,70,3,3,70.0,63.0,65.0,64.0,51.0,59.0
12338,Low,400000.0,2000.0,29,189,93,3,2,62.0,53.0,55.0,57.0,62.0,76.0
14460,Low,325000.0,4000.0,29,176,67,3,3,73.0,61.0,53.0,61.0,26.0,67.0
6389,Great,3300000.0,500.0,19,178,68,3,3,68.0,65.0,73.0,71.0,59.0,69.0
8810,Low,575000.0,3000.0,31,187,74,3,2,63.0,35.0,55.0,59.0,66.0,71.0
5010,Medium,1400000.0,7000.0,28,178,70,2,3,76.0,58.0,65.0,71.0,65.0,68.0
5671,Medium,1300000.0,19000.0,28,171,68,3,3,73.0,65.0,69.0,71.0,61.0,66.0
7677,Low,625000.0,4000.0,33,185,77,2,4,73.0,68.0,61.0,67.0,37.0,72.0
14343,Medium,775000.0,500.0,21,176,72,2,2,71.0,31.0,44.0,60.0,61.0,61.0
14967,Good,725000.0,1000.0,19,187,81,2,2,65.0,32.0,53.0,56.0,61.0,60.0
630,Great,21000000.0,27000.0,21,176,73,4,4,83.0,79.0,65.0,81.0,28.0,64.0
12456,Low,575000.0,2000.0,25,180,76,4,2,67.0,49.0,60.0,60.0,59.0,65.0
13038,Low,475000.0,500.0,28,185,70,3,2,75.0,57.0,54.0,65.0,48.0,67.0
19113,Low,110000.0,500.0,21,169,63,3,2,68.0,31.0,38.0,49.0,43.0,46.0
4636,Medium,275000.0,11000.0,37,188,82,3,2,49.0,49.0,58.0,59.0,73.0,67.0
18518,Medium,240000.0,800.0,18,180,80,3,2,54.0,47.0,54.0,61.0,40.0,53.0
14789,Medium,700000.0,1000.0,19,179,67,4,3,85.0,54.0,55.0,64.0,39.0,48.0
19101,Low,70000.0,2000.0,24,175,72,2,2,65.0,41.0,51.0,54.0,41.0,60.0
9086,Medium,1100000.0,2000.0,25,196,84,2,2,58.0,45.0,55.0,54.0,65.0,80.0
14553,Low,400000.0,3000.0,26,166,65,3,3,66.0,57.0,58.0,65.0,44.0,54.0
5195,Great,3300000.0,23000.0,21,175,73,3,2,75.0,70.0,50.0,71.0,20.0,64.0
10807,Great,1700000.0,5000.0,21,183,78,2,2,70.0,32.0,57.0,61.0,60.0,56.0
8199,Good,1400000.0,4000.0,24,182,72,3,3,74.0,58.0,58.0,66.0,60.0,70.0
5158,Good,2300000.0,8000.0,25,177,80,3,3,53.0,56.0,67.0,66.0,67.0,70.0
16152,Good,550000.0,3000.0,21,183,73,3,3,67.0,46.0,55.0,64.0,49.0,59.0
19177,Low,110000.0,500.0,22,173,67,2,2,73.0,47.0,35.0,50.0,17.0,48.0
17575,Low,300000.0,1000.0,20,184,74,3,2,61.0,23.0,37.0,35.0,56.0,54.0
4287,Medium,2100000.0,11000.0,25,172,69,4,3,72.0,68.0,69.0,73.0,46.0,73.0
1090,Great,23000000.0,46000.0,20,186,74,4,4,79.0,78.0,79.0,79.0,34.0,64.0
1070,Great,14500000.0,10000.0,25,176,67,3,4,66.0,65.0,78.0,79.0,57.0,67.0
10678,Good,1600000.0,2000.0,22,175,64,4,4,69.0,64.0,61.0,70.0,28.0,55.0
6283,Great,3100000.0,5000.0,21,179,74,3,4,84.0,67.0,61.0,72.0,29.0,58.0
17563,Good,375000.0,4000.0,19,185,68,3,2,68.0,53.0,47.0,53.0,36.0,67.0
10883,Medium,1000000.0,2000.0,24,181,73,2,3,62.0,36.0,56.0,59.0,61.0,68.0
1236,Great,8000000.0,88000.0,27,185,78,5,4,73.0,77.0,59.0,76.0,33.0,69.0
18291,Low,130000.0,500.0,26,176,79,3,2,59.0,40.0,48.0,50.0,51.0,69.0
15162,Medium,700000.0,2000.0,22,191,74,2,2,63.0,35.0,49.0,50.0,59.0,64.0
7265,Medium,1500000.0,14000.0,25,178,73,3,2,74.0,42.0,60.0,64.0,64.0,72.0
8355,Medium,1500000.0,5000.0,24,175,72,2,3,85.0,58.0,62.0,69.0,27.0,51.0
7685,Low,850000.0,2000.0,30,181,78,3,2,54.0,54.0,58.0,59.0,66.0,74.0
361,Great,34500000.0,65000.0,23,187,84,3,3,80.0,49.0,69.0,73.0,82.0,80.0
19128,Low,60000.0,2000.0,25,174,73,3,2,63.0,40.0,50.0,44.0,41.0,53.0
8921,Low,675000.0,500.0,32,176,70,3,3,63.0,65.0,66.0,67.0,41.0,58.0
5935,Medium,900000.0,500.0,32,184,78,3,2,68.0,33.0,48.0,57.0,70.0,70.0
2685,Good,3000000.0,9000.0,29,188,80,5,3,85.0,71.0,52.0,68.0,44.0,79.0
9468,Medium,1300000.0,3000.0,25,178,73,4,2,77.0,64.0,55.0,65.0,32.0,68.0
13998,Great,1000000.0,8000.0,19,175,66,2,2,67.0,47.0,63.0,66.0,55.0,52.0
17079,Good,400000.0,8000.0,20,180,66,2,2,64.0,51.0,56.0,61.0,53.0,53.0
6281,Great,3000000.0,13000.0,21,179,70,3,2,71.0,60.0,65.0,69.0,68.0,59.0
9608,Great,1900000.0,2000.0,19,189,76,4,2,70.0,33.0,54.0,57.0,66.0,66.0
3043,Great,7000000.0,11000.0,21,177,66,3,3,90.0,70.0,61.0,78.0,33.0,59.0
17505,Low,300000.0,1000.0,21,180,72,2,2,56.0,21.0,37.0,45.0,57.0,61.0
11403,Medium,825000.0,1000.0,24,183,73,3,2,80.0,36.0,55.0,62.0,59.0,67.0
1420,Great,16500000.0,36000.0,20,183,67,5,3,89.0,75.0,61.0,76.0,28.0,66.0
18197,Good,275000.0,4000.0,19,178,71,3,2,62.0,29.0,44.0,50.0,52.0,51.0
18478,Medium,230000.0,500.0,19,181,72,3,2,63.0,33.0,39.0,43.0,51.0,63.0
13235,Low,500000.0,1000.0,28,189,77,3,2,76.0,63.0,43.0,53.0,21.0,70.0
11740,Good,1300000.0,950.0,21,180,80,4,3,72.0,69.0,56.0,65.0,37.0,79.0
6240,Medium,1400000.0,5000.0,28,175,69,3,3,62.0,63.0,69.0,68.0,65.0,66.0
9802,Good,1200000.0,3000.0,23,203,71,3,2,54.0,26.0,46.0,46.0,66.0,71.0
6630,Medium,1300000.0,10000.0,26,175,71,4,4,71.0,62.0,67.0,74.0,39.0,51.0
12482,Low,675000.0,2000.0,25,189,86,4,2,62.0,64.0,49.0,58.0,29.0,66.0
12878,Good,1000000.0,1000.0,22,182,80,3,2,64.0,38.0,56.0,60.0,62.0,71.0
9690,Great,1800000.0,5000.0,20,173,68,2,3,67.0,47.0,53.0,69.0,62.0,58.0
16743,Medium,450000.0,4000.0,20,186,75,3,2,62.0,26.0,35.0,37.0,58.0,65.0
